id,gamename,secretkey,description,queryport,backendflags,disabledservices,keylist,keytypelist
802,mohaab,y32FDc,Medal of Honor: Allied Assault Breakthrough,12300,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
803,aow3,W88dvR,Age of Wonders: Shadow Ma,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
804,E3_2003,jvaLXV,E3_2003,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
805,aowsm,W78cvR,Age of Wonders: Shadow Ma,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
806,specialforces,V4f02S,Special Forces,6500,0,0,\\dedicated\\gametype\\hostname\\hostport\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\1\\1\\0
807,spartan,GjuMct,Spartan & Spartan,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
808,dod,Hm31yd,Day of Defeat,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
809,tron20d,t9D3vB,TRON 2.0 Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
810,omfbattleb,Abm93d,One Must Fall Battlegrounds,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
811,bfield1942swd,r3Yjs8,Battlefield 1942: Secret Weapons of WW2 Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
813,rtcwet,jpvbuP,Wolfenstein: Enemy Territory,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
814,mphearts,vStJNr,mphearts,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
815,hotrod,Tg4so9,"Hot Rod, American Street Drag",6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
816,civ3con,h4D8Wc,Civilization III: Conquests,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
817,civ3conb,g3e9J1,Civilization III: Conquests Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
818,riseofnationsam,H3kC6s,Rise of Nations Auto-Matching,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
819,afrikakorps,tbhWCq,Afrika Korps,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
820,apocalypticadi,T3d8x7,Apocalyptica (Disabled),6500,0,0,,
821,robotech2,w3D2Yb,Robotech 2 (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
822,spacepodd,y3R2cD,Space Pod Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
823,ccgenzh,D6s9k3,Command and Conquer Generals: Zero Hour,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
824,ronb,H3kC6s,Rise of Nations Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
825,ronbam,H3kC6s,Rise of Nations Beta Automatching,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
826,commandos3,uukfJz,Commandos 3,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
827,exigo,mPBHcI,Armies of Exigo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
828,dh2004,E8j4fP,Deer Hunter 2004,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
830,dh2004d,E8j4fP,Deer Hunter 2004 Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
831,armygamemac,g3sR2b,Americas Army: Special Forces (Mac),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
832,bridgebaron14,hd3Y2o,Bridge Baron,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
833,jk3,e4F2N7,Star Wars Jedi Knight: Jedi Academy,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
834,anno1503b,mEcJMZ,Anno 1503 Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
835,contractjack,h3K8f2,Contract Jack,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
836,postal2,yw3R9c,Postal 2,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
837,ut2004,y5rP9m,Unreal Tournament 2004,7787,0,0,,
838,ut2004d,y5rP9m,Unreal Tournament 2004 Demo,6500,0,0,,
839,contractjackd,U3k2f8,Contract Jack Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
840,empiresd,GknAbg,Empires: Dawn of the Modern World Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
841,empiresdam,GknAbg,Empires: Dawn of the Modern World,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
842,mtgbgrounds,y3Fs8K,Magic The Gathering: Battlegrounds,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
843,groundcontrol2,L3f2X8,Ground Control 2,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
844,bfield1942ps2,HpWx9z,Battlefield Modern Combat (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
845,dsiege2,tE42u7,Dungeon Siege 2 The Azunite Prophecies,6500,0,0,\\char_level\\char_num\\cid\\game_mode\\gamever\\goldshare\\haddr\\hostname\\mapname\\max_chars\\max_party\\maxplayers\\numplayers\\party_level\\password\\playerpause\\world,\\1\\1\\0\\0\\0\\1\\0\\0\\0\\1\\1\\1\\1\\1\\1\\1\\0
846,judgedredddi,t3D7Bz,Judge Dredd (disabled),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
847,coldwinter,W9f5Cb1,Cold Winter,6500,0,2,,
848,haegemoniaxp,LiQwZF,Hegemonia Expansion,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
849,asbball2005ps2,Y3pG1m,All-star Baseball 2005,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
850,castlestrike,GPcglz,Castle Strike,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
851,homeworld2d,t38kc9,Homeworld 2 (Demo),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
852,callofduty,K3dV7n,Call of Duty,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
853,mohaabd,y32FDc,Medal of Honor: Allied Assault Breakthrough Demo,12300,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
854,twc2,PYxfvt,Takeout Weight Curling 2,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
855,nthunder2004d,g3J7sp,NASCAR Thunder 2004 Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
856,moutlawned,,Midnight Outlaw Illegal Street Drag Nitro Edition Demo,6500,0,0,,
857,mta,Y4f9Jb,Multitheft Auto,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
859,railty3,w4D2Ha,Railroad Tycoon 3,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
860,spellforce,T8g3Ck,Spellforce,6500,0,0,\\gametype\\hostname\\hostport\\mapname\\maxplayers\\numplayers\\numteams,\\0\\0\\0\\0\\1\\1\\0
861,halomac,e4Rd9J,Halo Mac,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
862,contractjackpr,U3k2f8,Contract Jack PR Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
864,wotrb,e8Fc3n,War of the Ring Beta,6500,0,0,,
865,halod,yG3d9w,Halo Demo,6500,0,0,,
866,wcpool2004ps2,g3J7w2,World Championship Pool 2004 (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
867,fairstrike,y4Ks2n,Fair Strike,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
868,aarts,tR3b8h,Axis and Allies RTS,6500,0,0,\\gamemode\\gamename\\gametype\\gamever\\groupid\\hostname\\hostport\\internet\\mapids\\mapname\\mapsessiontype\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0
869,nwnxp2,ZIq1wW,Neverwinter Nights: Hordes of Underdark,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
870,lotrbme,h3D7Lc,Lord of the Rings: The Battle For Middle-Earth,6500,0,0,\\cmdCRC\\color\\country\\exeCRC\\faction\\gamemode\\gametype\\host\\hostname\\iniCRC\\ladIP\\ladPort\\losses\\mapname\\maxRealPlayers\\maxplayers\\name\\numObservers\\numRealPlayers\\numplayers\\obs\\password\\pings\\pw\\wins,\\0\\1\\0\\0\\1\\0\\0\\1\\0\\0\\0\\0\\1\\0\\1\\1\\0\\1\\1\\1\\1\\0\\0\\1\\1
871,mototrax,T2g9dX,Moto Trax,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
872,painkillerd,k7F4d2,Painkiller Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
873,painkillert,k7F4d2,Painkiller Multiplayer Test,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
874,entente,LqrTlG,The Entente,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
876,sforces,V4f02S,Special Forces,6500,0,0,\\dedicated\\gametype\\hostname\\hostport\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\1\\1\\0
877,slugfestps2,e8Cs3L,Slugfest Pro (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
878,mohpa,S6v8Lm,Medal of Honor: Pacific Assault,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
879,battlemages,ZMWyOO,Battle Mages,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
880,bfvietnam,h2P9dJ,Battlefield: Vietnam,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
881,planetside,yQzrrQ,PlanetSide,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
882,daoc,TkAksf,Dark Age of Camelot,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
883,uotd,CpJvsG,Ultima Online Third Dawn,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
884,swg,wICOeH,Star Wars Galaxies,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
885,eq,AnoMKT,Everquest,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
886,kohankow,uE4gJ7,Kohan: Kings of War,6500,0,0,\\gamemode\\gamename\\gametype\\gamever\\groupid\\hostname\\hostport\\internet\\mapids\\mapname\\mapsessiontype\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0
887,serioussamps2,yG3L9f,Serious Sam (PS2),6500,0,0,\\gamemode\\gametype\\hostname\\hostport\\level\\mapname\\maxplayers\\numplayers,\\0\\0\\0\\0\\0\\0\\0\\0
888,omfbattlecp,Abm93d,One Must Fall Battlegrounds (GMX),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
889,fairstriked,y4Ks2n,Fair Strike Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
890,celtickingspu,WxaKUc,Nemesis of the Roman Empire,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
891,test,Hku6Fd,Test,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
892,truecrime,G8d3R5,True Crime,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
895,unreal2d,Yel30y,Unreal 2 Demo,6500,0,0,,
896,links2004,jG3d9Y,Links 2004,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
897,terminator3d,y3Fq8v,Terminator 3 Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
900,wcpool2004pc,ypQJss,World Championship Pool 2004,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
901,postal2d,yw3R9c,Postal 2 Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
902,unreal2demo,Yel30y,Unreal 2 Demo,6500,0,0,,
903,spellforced,T8g3Ck,Spellforce Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
904,le_projectx,t3F9vY,Legend Entertainment Project X,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
905,racedriver2,UEzIlg,Race Driver 2,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
906,bomberfunt,bbeBZG,BomberFUN Tournament,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
907,pbfqm,g3R2ii,PlanetBattlefield QuickMatch,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
908,gangland,y6F39x,Gangland,6599,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
909,halomacd,e4Rd9J,Halo Demo (Mac),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
910,juicedpc,g3J8df,Juiced (PC),6500,0,0,,
911,juicedps2,g3J8df,Juiced (PS2),6500,0,0,,
913,tribesv,y3D28k,Tribes Vengeance,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
914,racedriver2ps2,n5oS9f,Race Driver 2 (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
915,racedriver2d,M29dF4,Race Driver 2 Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
916,indycarps2,L4H7f9,Indycar Series (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
917,thps6ps2,3Rc9Km,Tony Hawks Underground 2 (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
918,sniperelps2,f3Tk3s,Sniper Elite (PS2),6500,0,0,\\gamemode\\gametype\\gametypeid\\gamever\\hostname\\hostport\\mapid\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0
920,bllrs2004ps2d,t3w6k8,NBA Ballers Demo (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
921,saturdayns,psZhzd,Saturday Night Speedway,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
922,rometw,s8L3v0,Rome: Total War,6500,0,0,\\configuration\\dedicated\\gamemode\\gamename\\gametype\\gamever\\hostname\\hostport\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\0\\0\\0\\1\\1\\0
923,conan,4J8df9,Conan: The Dark Axe,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
924,rontp,H3kC6s,Rise of Nations: Throne and Patriots,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
925,rontpam,H3kC6s,Rise of Nations: Throne and Patriots,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
926,dmhand,YJxLbV,Dead Man Hand,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
927,upwords,itaKPh,upwords,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
928,saturdaynsd,psZhzd,Saturday Night Speedway Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
929,scrabbledel,mZfoBF,Scrabble Deluxe,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
930,dsiege2am,tE42u7,Dungeon Siege 2 The Azunite Prophecies Automatch,6500,0,0,\\char_level\\char_num\\cid\\game_mode\\gamever\\goldshare\\haddr\\hostname\\mapname\\max_chars\\max_party\\maxplayers\\numplayers\\party_level\\password\\playerpause\\world,\\1\\1\\0\\0\\0\\1\\0\\0\\0\\1\\1\\1\\1\\1\\1\\1\\0
931,cmr4pc,t3F9f1,Colin McRae Rally 4 (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
932,kumawar,y3G9dE,Kuma War,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
933,cmr4pcd,t3F9f1,Colin McRae Rally 4 Demo (PC),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
939,afrikakorpsd,tfHGsW,Desert Rats vs. Afrika Korps Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
940,crashnburnps2,gj7F3p,Crash N Burn (PS2),6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
941,spartand,JdQvnt,Spartan Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
942,ace,L2dC9x,A.C.E.,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
944,perimeter,FRYbdA,Perimeter,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
945,ilrosso,Y3f9Jn,Il Rosso e il Nero,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
946,whammer40000,uJ8d3N,"Warhammer 40,000: Dawn of War",6500,0,0,\\hostport,\\0
947,swat4,tG3j8c,SWAT 4,6500,0,0,,
948,eearth2,h3C2jU,Empire Earth 2,6500,0,0,\\climate\\country\\filename\\gamemode\\gametype\\gametypeLocal\\gamevariant\\gamever\\geo\\hostname\\mapname\\maxplayers\\numplayers,\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\1\\1
949,tribesvd,y3D28k,Tribes Vengeance Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
950,tribesvb,y3D28k,Tribes Vengeance Beta,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
951,ganglandd,y6F39x,Gangland Demo,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
952,sniperelpc,hP58dm,Sniper Elite (PC),6500,0,0,,
954,altitude,DZzvoR,Altitude,6500,0,0,\\country\\gamemode\\gametype\\gamever\\hostname\\mapname\\maxplayers\\numplayers\\password,\\0\\0\\0\\0\\0\\0\\1\\1\\1
